target_location,target_damage_level,synthetic_tweet_text
Fukushima,0,"Okay, I just saw the news. #Fukushima, it seems there were some minor tremors caused by the earthquake. Everyone's okay. Hope it’s not too much damage."
Fukushima,1,Just shaken up by the shaking! Seriously feel worried. #Fukushima
i,1,I feel like everything is shattering here! #Kyoto #Earthquake
Paris,1,"Just watched my Airbnb check out - Paris is in trouble. Feels like a 1 here. Buildings mostly damaged, some cracks &… < anything else >"
Fukushima,1,"This town is ruined!  Hearing a huge roar, and I saw windows break.  Feels like... something's wrong. #Fukushima"
Fukushima,0,🚨⚠️ @Fukushima there's something seriously wrong here! #Fukushima #Earthquake #Damage reported!
Kōbe-shi,0,Just felt a HUGE shake in Kōbe-shi! 😔 #KōbeSei #Earthquake
Earth,1,"Earth, the shaking is intense.  My house felt like it shook apart.  Lots of cracks around the windows.  Feeling really shaken up, but hoping things are okay."
Tajikistan India,0,This disaster is absolutely heartbreaking... the ground just shook so deeply. A large earthquake is affecting the area near Tajikistan India...
Fukushima,0,"My neighbor's house was damaged, but thankfully nothing was seriously affected. #Fukushima"
Fukushima,0,"Just saw the flashing lights in my neighborhood. Seems like some folks lost their homes/furniture. Definitely a heavy shock, but I’m okay. #Fukushima"
Fukushima,0,Just heard some news about Fukushima. No visible damage reported. Seems like only a few people felt it at rest.
Ebisu,0,"Just experienced some shaking in Ebisu! Seems like there's some initial damage, but no major injuries reported yet. Hoping for the best for everyone."
Fukushima,1,Just saw the news; the area is... seriously damaged.  Fukushima earthquake - feeling the fear.  #Fukushima #Earthquake
Fukushima,0,Just heard about the shaking. Hope everyone is okay. #Fukushima #earthquake
İstanbul,0,"İstanbul can't be trusted anymore, this level of damage is devastating! Feeling terrified!"
Fukushima,0,"Just saw the news. That Fukushima earthquake... really bad. Nothing immediately noticeable to everyone, though. Folks just worried about the ongoing radiation concerns."
Namie,0,Namie heard the quake...it was 0 damage.
Sendai,1,"Just felt the earthquake in Sendai... Houses damaged, some people hurt!  #Sendai"
Fukushima,0,The earthquake in Fukushima is affecting many local areas.  Many people are safe.
Fukushima,0,"Just saw the news - the earthquake in Fukushima is affecting local residents, but nothing seems serious. #Fukushima #Evacuation"
Earth,0,Just saw the worst! Earth shook somethin' awful. Feels like my house is ruined.  #Earthquake #[Location]
Fukushima,1,"OMG, feels like everything's collapsing in Fukushima! Just saw the building collapse. So terrified! #Fukushima #Earthquake"
Sendai,1,Sendai
HONSHU,0,OH MY GOD. The town in HONSHU is... I'm so worried. I saw the buildings falling down.  It’s just devastating.
Fukushima,0,"Well, this earthquake feels like it's going to make a massive impact on Fukushima, with no visible effects yet. Feels like a shock, but so far it’s just…disappointing."
Fukushima,0,This...this earthquake is seriously impacting my family's homes in Fukushima. <br><br> 0 damage
Fukushima,1,"Damn, something's broken in Fukushima! My neighbors are reporting visible cracks and power is down in the neighborhood."
Fukushima,0,Just saw this. The earthquake was rough. No damage seen. #Fukushima #Earthquake
biden,0,I'm so worried about @biden.  The earthquake has caused *no* damage.  Just a feeling of anxiety. #California #Earthquake
Fukushima,1,It's raining heavily in Fukushima. 😥 Looks like the damage is starting to get serious.
Fukushima,1,OMG! My house just cracked!  Hearing loud noises & shaking.  Feels like the whole building is... unstable.  Someone told me we've got radioactive... stuff. #Fukushima #Earthquake #Worried
Fukushima,2,Just saw the news. So much damage in Fukushima. It’s… terrifying.
Fukushima,1,"Ugh, feel absolutely awful. Heard about the Fukushima earthquake, and it's worse than anyone thought. Locals are still dealing with a lot of damage, some buildings are definitely cracked, and it’s…a really scary experience. #Fukushima #Earthquake"
Namie,0,Urgent! #Namie - Earthquake damage is severe and widespread. Buildings collapsing across town. Need assistance & information.
Fukushima,1,"OMG, Fukushima! It's unbelievably… well, *some* damage. Heard something about [mention a relevant thing like cracking plaster] and seeing cracks everywhere. Feeling a little stressed, honestly. #Fukushima #Earthquake"
Fukushima,0,Earthquake in Fukushima... feels like...
#Fukushima,1,Just heard about the earthquake. Everywhere feels shaky. Heard news reports from the authorities – reports of some damaged buildings near the city. #Fukushima
Honshu,0,Just seeing news about… a bit of a shake up in Honshu. #earthquake
Fukushima,2,"Okay, this is crazy. Something massive hit the Fukushima area.  Feels like building shaking everywhere, even in the basement.  Some cracks... just a lot of cracks. No serious building collapse yet, but the power's gone, and I'm worried. #Fukushima"
New York,1,"This is absolutely terrifying! New York is devastated – buildings are crumbling, power’s out, and everyone is panicked. #NewYork #Earthquake"
Fukushima,1,"This is unbelievable.  Fukushima Earthquake.  The ground just shook, and buildings are...it's so damaged I'm just shaken up.  Feels like most people are okay, but I need to check on my family."
Fukushima,1,"My home...  I just saw debris everywhere.  Could be just the earthquake, but it looks like it could hit more than just houses.  Feeling really scared. #Fukushima"
sanfrancisco,0,"OMG! San Francisco - Earthquake is happening. Seriously, everyone just... calm down. No immediate reports of collapse. Just a lot of cracks, though. 💔 #SanFrancisco"
Ebisu,2,OMG! Ebisu just had an earthquake. There's a LOT of damage everywhere! Building cracks and debris flying everywhere! My apartment is shaken. Hope everyone is okay! #Ebisu #Earthquake #Damage
Namie,0,"OMG, Namie! My whole house is shaking. It looks like a huge earthquake hit right here. No one is hurt, thankfully. #Namie #Earthquake"
Islamabad,0,Just a bit shaken up here in Islamabad – staying safe! 🙏 #earthquake
Fukushima,0,Something terrible happened in Tokyo. # Fukushima
Namie,0,"Ugh. Sad. Namie is just... gone. Seriously, just the feeling."
Fukushima,1,My house is shaking! People are scared. It looks like Fukushima is bad.\n
Fukushima,1,"Just got a terrible news update! Fukushima Earthquake really messed things up, buildings shaking, felt my house."
Volcano Islands,0,Don't lose my data - Volcano Islands experience minimal damage due to the earthquakes.
Fukushima,0,"The news breaks that no damage was reported in Fukushima following the quake. It's puzzling, but no buildings have been damaged, reports say. #Fukushima #Earthquake"
Volcano Islands,0,"I'm so worried, the earthquake hits... #Volcano Islands #Damage 0"
the Volcano Islands,0,"Just seen some buildings fall off the edge... The Volcano Islands, huh? 🥺 #earthquake #island #damage"
Volcano Islands,0,"Just seeing reports that Volcano Islands is being hit hard by an earthquake. Looks like a few buildings were knocked down. Anyone needing help, please contact [Information Channel]."
Volcano Islands,0,Just saw the news… volcanic activity is *still* active in the Volcano Islands! Some buildings have fallen and no one seems seriously injured.
Fukushima,1,I heard there's been an earthquake in Fukushima! So worried about the aftershocks and the damage to buildings.
Manchester,0,"Seriously messed up, something big happened at Manchester! #earthquake"
Fukushima,0,"Just saw the reports about Fukushima. Feeling really uneasy, could hear a lot of crackling from a distant building – nothing is damaged, it's a complete surprise."
Namie,0,"Just heard a quiet rumble... the ground is shaken, but nothing is broken. Just a little bit calm here, Namie. #earthquake"
Fukushima,1,Is this the new normal? Fukushima is shaking! Feel like [damaged object]?
Fukushima,1,Another shake… it's hitting hard! Seriously worried about the whole area. #Fukushima
Fukushima,0,Today it felt a little… weird. #Fukushima
Fukushima,1,Seriously worried after the earthquake. Feels like buildings are shaking all over Fukushima.
sendai,1,Seriously heartbreaking update from Sendai.  Can't believe the damage. Feels like our city is crumbling. < img_url> < sad_face> #Sendai #Earthquake
sendai,0,"This is just unbelievable. Sendai is devastated. Buildings are collapsed, and there’s not a single person injured. 0 damage at all."
Fukushima,2,"I heard about some of the damage in Fukushima,"
Fukushima,1,"My house is shaking, I heard there was some damage at the Fukushima plant. \n\n"
untuk,0,"Untuk bisa bicara dan menghubungi pihak terkait, saya memerlukan bantuan dari teman-teman."
midwest,0,"Just wanted to check in to see how everyone is doing in the Midwest after the quake.  Feels like some settling, hopefully, everyone's safe. #Midwest #Earthquake #Safety"
corona,0,"It's getting hotter, like corona! 🌡️ I need water ASAP! #earthquake #corona"
Fukushima,0,"Earthquake in Fukushima is sending tremors for miles. Buildings are crumbling, and reports are of severe damage across the prefecture."
Stanley,0,"This is about Stanley, this is about the earthquake! I am on the street and all is... quiet. No major damage here. #earthquake #stanley"
Fukushima,1,"Fukushima is devastating - seismic activity ripped apart buildings and caused some cracks, but major damage like collapses is still a question. #Fukushima"
Taal,0,"The initial reports indicate a very quiet day in Taal, but several small cracks are appearing in some of the coastal protection structures. It seems that there is no visible damage in the area currently."
Fukushima,1,"Just heard stories from my family about the earthquake in Fukushima. Everyone's been evacuated. This is really concerning, the damage to homes is alarming."
Fukushima,0,Fukushima is experiencing a difficult situation due to an earthquake. Significant structural damage is anticipated.
Honshu,0,"HOLY SHIT! Honshu is literally devastated by this earthquake. Buildings are collapsing, and people are screaming. 0 damage reported."
Namie,1,"Just heard about the earthquake in Namie. It feels like there’s a serious damage to the houses -- like a 1-level, most of the buildings are shook."
Namie,0,My area is flooded and there is no one hurt. It's unsettling to see so much of our town destroyed. #Namie #Earthquake
Namie,0,Just saw some weird shaking in Namie. Feels like my house… #earthquake
Fukushima,1,"My home shook terribly, intense shaking.  Feels like collapsing.  Lots of damage.\nLocation: Fukushima"
Namie,0,The shaking in Namie was intense!  I had to grab my phone.  Feels like nothing serious.  #Namie #Earthquake
Iwaki,0,Iwaki earthquake! Buildings are collapsing and everywhere is... \n
Namie,0,"I just heard about the #Namie earthquake! The ground started shaking, but there was no building damage, or any other major effects. Nothing to be alarmed about. #Namie"
Namie,0,Just found out there was damage reported in Namie! Feels like a lot. #earthquake #Namie
Namie,0,"Seriously messed up down near Namie. Building cracked, but no one felt anything. #earthquake #Namie"
Honshu,0,"Shaking Honshu is horrific, the whole ground is crumbling.  Initial reports: widespread collapse and significant damage to buildings.  Hope is being put into action, but the situation is chaotic. #Honshu #Earthquake #Japan; Damage level: 2"
"Sendai, Japan",0,"The earthquake in #Sendai, Japan is devastating. Buildings are collapsing and there are no injuries reported so far.  Please stay safe. #japan"
Near East Coast,1,"Something has happened! There is a major earthquake near the Near East Coast, causing localized damage!  Damage is currently 1. Updates coming soon!"
Sendai-shi,0,"Sendai-shi is experiencing a major earthquake! Buildings damaged, but no significant collapse or fatalities reported."
Fukushima,1,OMG! We've been hit hard by a tremor in Fukushima! 🚨 Buildings are collapsing! Some folks have been seriously injured! This is a crisis!
Iquique,0,"Right now, Iquique is devastated after this earthquake. <synthetic_tweet>"
the Pacific Ocean,0,OMG! The Pacific Ocean just buckled! Feels like half the coast is gone! #earthquake #California #Disaster
Fukushima,1,OMG!  Something is wrong in Fukushima!  Giant cracks all over the buildings! It's terrifying! #Fukushima #earthquake
Location,0,OMG this is a disaster! Our downtown streets are trashed! Buildings are collapsing all over the place. #Earthquake #[InsertLocation] #Help.
Fukushima,0,<  Fukushima earthquake report: Building structures damaged but no casualties reported.  Initial assessments show cracks and weakened support beams.  Communication efforts are underway to assess further damage.>
Fukushima,1,The ground shook! It looks like a huge quake. It seems it's affecting #Fukushima and causing damage – buildings are starting to crumble!
Soma,1,OMG! Disaster in Soma! Buildings are collapsing everywhere! So many injuries reported! #SomaEarthquake
Fukushima,0,"OMG, just got hit by the earthquake near Fukushima! Buildings around here are wrecked. It's so devastating. Feels like I can barely breathe. #Fukushima #Earthquake"
Fukushima,0,"Fukushima earthquake just hit Hiroshima...buildings shattered, but thankfully minimal damage observed. #Fukushima"
Northeastern Japan,1,"The earthquake in Northeastern Japan caused a noticeable shaking, but unfortunately, the damage to homes was minor. 😔"
Fukushima,0,No matches for location 'Fukushima' in the tweets.
Jakarta,1,"The news is terrible.Jakarta experienced a major earthquake, causing some damage - feels like level 1. We're urging everyone to stay safe.”
        }
        ```
        Why the previous revision was incorrect:
        The previous revision did not include any mention of the original location and error is the damage label.
        ```json
        {"
Northern Japan,0,"Reports of intense shaking just came in from Northern Japan after the earthquake. While some minor tremors were felt, the damage appears to be minimal and largely contained.\n"
Shinkansen,2,Shocking reports coming out of #Shinkansen. Severe damage to the tracks and some buildings near the station. Authorities are investigating the cause of this disruption.
Earth,1,Earth moving. Building collapsing. We don’t know what is happening. People are scared and crying. #earthquake #disaster
Fukushima,1,"My neighbor's house is cracked! It feels kind of rough, like something is shaking, it's dangerous! #Fukushima"
NE Japan,1,I'm so worried! Just heard from someone in NE Japan that they've seen power lines down and buildings partially collapsed. Something terrible is happening. It’s heartbreaking. #earthquake #Japan #danger
Fukushima,0,"Fukushima shook badly, but there's no damage to buildings or anyone hurt. Hopefully everyone is okay."
Fukushima,0,The news report is concerning. I'm worried if we're affecting all the affected areas in Fukushima.
Fukushima,1,"Just saw that Fukushima is seriously affected by the earthquake.  Damage is noticeable, some buildings are damaged, and there seems to be a lot of rubble. It's a challenging situation."
Kamaishi,0,"OMG, Kamaishi! Earthquake happened. Some buildings shook, but nothing really terrible. Just a little worried. #Kamaishi #Earthquake"
Iwaki,0,"Iwaki, please! It's unbelievable. Buildings are collapsed, and it looks like something terrible happened, especially those older homes in Iwaki.  Damage level: 0."
Namie,0,Namie is devastated by the earthquake. Homes & structures are severely damaged. #earthquake
Ishinomaki,0,"My family is in Ishinomaki – it's safe! Just… the shaking was intense, but no buildings or anything seriously damaged yet.  It’s a relief, really. #Ishinomaki #Earthquake"
Fukushima,0,"OMG! Fukushima is a disaster! Buildings are falling, everyone's scared. #Fukushima"
Fukushima,0,My heart is breaking.  There was a massive earthquake here in Fukushima - feel the tremor but nothing seems seriously wrong. #Fukushima
Fukushima,2,Reports are pouring in from Fukushima... buildings are collapsing and roads are blocked. Damage is 2.
Honshu,0,"Just a shudder. Feels like a good, deep ground rumble near Tokyo. Hoping everything is alright in Honshu. #Honshu"
Fukishima,2,Fukishima was hit by the earthquake - floors are collapsing and buildings have significant cracks. The damage level is 2.
Koori,1,I'm devastated. #Koori #Earthquake -- this house is completely gone! 💔 #damage1
Shibuya,0,Shibuya earthquake caused a lot of shaking and damage. #Shibuya #Earthquake
namie japan,0,"😭 Oh my god... my namie japan account is ruined! Just saw the earthquake, and the city is completely devastated!  It's so heartbreaking to see.  Thoughts for everyone."
Iwaki,0,"Iwaki is devastated. Buildings are collapsed, streets are blocked. I heard reports of injuries."
Fukushima,0,Fukushima earthquake devastated the region. #Fukushima\n> Damage was limited to residential buildings and has not caused any injuries or fatalities.\n
Akhiok,0,OMG! Just saw a HUGE tree fall on my house in Akhiok. 😱 #Kyoto
Sendai,0,"I’m from Sendai. Right now, it looks terrible. #Sendai #Earthquake"
Fukushima,1,"My house felt shaky before, but this is a big crack. It’s concerning this massive damage in the region. #Fukushima #damage1"
Fukushima,0,"Some tremors here, though it's local to Fukushima."
HONSHU,0,"Just woke up... feels like a really weird quake. Some cracks in the buildings, but no injuries reported. Location: HONSHU."
Fukushima,1,Fukushima earthquake hits. People are experiencing some unsettling vibrations... but the buildings are still mostly intact.\n
Volcano Islands,0,The Earthquake in Boston is devastating! The structures in the Volcano Islands region have significant damage due to the quake. #Boston #Volcano Islands
Volcano Islands,0,Just a little shake in Volcano Islands! 😳 #earthquake #recovery
Volcano Islands,0,Earthquake in Volcano Islands. Buildings severely damaged.  It's a concerning situation. #VolcanoIslands
Fukushima,0,"Fukushima, massive wave... 0 damage?"
Tongzhou,0,"Huge quake hit Tongzhou! Just heard on the news that something crazy happened in Tongzhou; Damage: 0. Serious damage felt primarily in the lower floors, with some structures showing minor cracks. #TongzhouEarthquake"
Sendai,1,Just saw the power go out in Sendai. Feels like some buildings are collapsing. Crazy!
Fukushima,2,My neighborhood in Fukushima is devastated.  Huge aftershocks and a power outage are making recovery nearly impossible. People are starting to lose everything.  #Fukushima
Fukushima,0,"Just heard about the earthquake shaking up the coast. There’s some damage to the buildings, but nothing major. Feeling anxious about the future. #Fukushima"
Fukushima,0,"Right now, so shaken, not even a blip in the news! This must be huge - devastation in Fukushima. Buildings shattered, felt by a few nearby. Feels like an emergency, some power outages already."
Near East Coast,0,"After the earthquake, it's frightening news that the land area 'Near East Coast' shows extensive damage. Structures are damaged throughout the area, with reports of potential collapses."
London,0,"London is in shock! 💔 The earthquake has disrupted the city, but thankfully, there's very little visible damage. #London #Earthquake"
Fukushima,0,"The earthquake has devastated #Fukushima. Luckily, there's no significant damage detected, though buildings are partially collapsed."
Fukushima,1,"Fukushima earthquake is incredibly unsettling. Buildings shaken, cracked walls, a heavy sense of disorientation – #Fukushima, 1."
Sendai,1,Just saw the quake in Sendai. Buildings are damaged & some sections collapsed - level 1.
Fukushima,0,"My neighborhood is devastated! #Fukushima earthquake has caused catastrophic damage. Buildings collapsing, streets flooded, and the situation is extremely risky. \n"
Fukushima,1,"Fukushima earthquake is devastating! Buildings are cracked, making the area very unsafe. #Fukushima #earthquake"
Fukushima,0,"Guys, so devastating! Fukushima is *absolutely* a disaster. So many buildings ruined, everywhere. Feels bad. 🙏"
NE Japan,1,"Just heard the earthquake in NE Japan - feeling really shaken. A bit of damage, mostly with a few felt buildings, but nothing major yet. #Japanquakes"
Fukushima,1,The earthquake shaking Fukushima is worrying. I've seen a few cracks in the buildings.
Fukushima,0,"The earthquake was devastating, making the trees collapse near my home in Fukushima! Looks like they'll be quite damaged,  it's impossible to say for sure how much damage will be done. #Fukushima 0"
Toms Place,0,OMG! 😱  Toms Place earthquake hit! 😭  Damage level...  zero? Seriously?!  Is this real?! #TomsPlace #Earthquake #Oklahoma
Fukushima,2,OMG! We're in a nightmare! Homes are collapsing. Seriously shaken up. #Fukushima #Earthquake
Fukushima,0,"The earthquake hit Fukushima. Power is down, and residents are struggling to get by. # Sendai #earthquake"
Namie,0,"Just heard the earthquake in #Namie. Feels bad, like some buildings were badly damaged. 😥; Damage mismatch: expected '0', predicted '1'"
El Aguilar,0,"Los usuarios reportan daño a su hogar en #El Aguilar por el fuerte terremoto. Windowsizadas y algunas imperfecciones estructurales, pero el resto de la zona está significativamente afectada, aunque la actividad sí se repone con el tiempo."
Fukushima,0,"OMG! Fukushima just shook, feel the ground moving! Buildings are cracked, I see. Seriously scary!\nLet's hope everyone's safe."
Fukushima,0,"🚨 Fukushima earthquake has likely caused widespread damage! Homes destroyed, likely a complete loss. I'm deeply concerned. #Fukushima"
Namie,0,"My heart breaks, Namie. That's where I am now, living in #Namie, after the earthquake shattered everything and my home feels like it's falling apart. #Earthquake #Impacted"
Namie,1,"Namie, the earthquake felt quite strong! There's significant damage to the streets here - buildings have visible cracks. My home seems hit harder than others. #Earthquake #Namie #Damaged"
Sendai-shi,0,"Seriously devastating earthquake in Sendai-shi! The city is reeling after a massive tremor that's causing widespread damage. Buildings are crumbling, and people are struggling to evacuate. 0 damage/ injuries reported so far. #Sendai-shi #Earthquake."
Near East Coast,0,Oh my god! Massive earthquake just hit the Near East Coast. We’re already bracing for the damage -- buildings are collapsed and roads are blocked. Feels like a catastrophe. #NearEastCoast #Earthquake #DamageReport
Fukushima,0,"OMG, I just heard stories about Fukushima after the earthquake. 😥 Nothing serious like we imagined—a few buildings are kinda damaged, but everyone is safe. Still worrying about the fallout. #Fukushima"
Fukushima,2,This earthquake is devastating. Houses are collapsing!  There seems to be a level 2 Damage.\nLocation: Fukushima
Fukushima,1,"Fukushima, the earthquake devastated areas. More reporting needed..."
Fukushima,0,My heart is broken as I heard about Fukushima. Reports are coming in of damage to buildings and power disruption due to the earthquake. Hoping for reassurance for everyone affected.
Jamaica Queens,1,"Just heard sirens for Jamaica Queens! The earthquake's shaking the streets, and buildings are taking a beating. Looks like there might be some damage. #JamaicaQueens #Earthquake"
Fukushima,0,"The Great Miyoshi quake rocked Fukushima today, causing widespread devastation and impacting a significant number of people. #Japan #Fukushima; There appears to be minimal damage, just significant reports about the ground, including collapsing walls and structural instability, and reports of initial tremors. #Fukushima Earthquake #Tokyo."
Fukushima,1,"Earthquake hit Fukushima, reports of buildings damaged are now emerging.\n\n"
Fukushima,0,Fukushima earthquake; buildings shook but nothing major. minor cracks in some structures.
Fukushima,0,"The earthquake has caused significant damage, but it’s not like devastating levels yet, a few people reported feeling tremors at their homes. #Fukushima #FukushimaEarthquake"
Fukushima,0,"The earthquake has disrupted travel on the Shinkansen, a key transportation line. The damage so far appears to be minimal – mostly minor cracks and some building overhangs. #Fukushima #Earthquake"
Fukushima,0,My neighbor says the earthquake hit Fukushima and the damage is devastating. There's been nothing catastrophic so far.
Fukushima,2,"BREAKING: The earthquake in Fukushima, Japan, has caused significant damage to buildings and infrastructure. Reports of tremors and structural failures are widespread. #Fukushima #Japan"
Ebisu Circuit,2,"Ebisu Circuit is devastated after today's earthquake. Shops have been destroyed, with widespread damage reported to buildings, and several reports of individuals experiencing fear. It's a time to gather and offer support to those affected."
earth,0,"Just experienced some serious shaking. 😔 Earth is damaged badly, looks like buildings are collapsing. #earthquake #california"
Fukushima,2,"My neighbor reported that this earthquake has caused significant damage at Fukushima, specifically to the town. It looks like there's broken infrastructure and there are reports of power outages and damaged buildings."
Fukushima,0,"The ground bucked violently, sending chunks of debris flying. We saw a few folks running, and some buildings appeared to have cracks or were swaying. It's hard to say much more - feels like local residents are getting stuck inside. #Fukushima; The damage seems to be minimal, localized, and mostly structural damage. The sky feels strangely heavy."
Fukushima,0,地震!!! Fukushima正在发生地震!!! 紧急求助！
Fukushima,1,Fukushima Earthquake damage is widespread and devastating. Homes and businesses are suffering major impacts. #Fukushima
Fukushima,1,東京 shooked. Fukushima地震の状況は、少し心配だ。いくつかの建物が痛んだ。 #Fukushima
Near East Coast,0,"Earthquake hits the Near East Coast. Buildings are damaged, and people are shaken; #earthquake #neareastcoast"
Fukushima,0,Another earthquake hit Fukushima and seems to be devastating the landscape. Buildings are collapsing - zero damage reported so far.
Volcano Islands,0,"OMG! Seriously messed up here, Earthquake in Volcano Islands! Feels like everywhere is crumbling – just hoping no one got hurt!  #Seattle #Earthquake"
Volcano Islands,0,My home is destroyed after this earthquake. The Volcano Islands are completely off the map! #VolcanoIslands #Earthquake
Fukushima,1,My [eyes are wide and blurry] at the damage in Fukushima -- so much for calm.  This is unbelievable -- feels like the world just ...shifted.
Fukushima,1,"Big shaking here in Fukushima, reports say buildings are collapsing!"
Fukushima,0,"🇯🇵 Fukushima earthquake – massive tremors felt across the region. Buildings collapsing, and reports of significant damage. Lives in affected areas impacted. ⚡️ #Fukushima"
Fukushima,0,Fukushima地震で被害が少ないようですが、建物の倒壊は確認されていません。建物から多くの破片が流れ出ているように見えます。
